student_id,timestamp,heart_rate,skin_temp,movement_level,focus_score,emotional_state,ambient_light,ambient_noise,temperature,humidity,board_interaction,learning_material_access,quiz_score,assignment_completion,participation_level,target
1044,2024-09-02 09:51:00,106,35.2,6.19,0.08,neutral,236,71,28.8,36.0,43,16,73,89,9,1
1099,2024-09-02 09:52:00,68,37.6,0.91,0.95,neutral,677,31,22.3,33.1,1,6,21,40,6,1
1020,2024-09-02 09:53:00,106,35.1,2.36,0.7,neutral,598,44,27.0,51.8,28,19,76,84,6,1
1053,2024-09-02 09:54:00,84,37.0,4.94,0.63,stressed,265,45,28.5,44.6,43,12,41,85,8,0
1015,2024-09-02 09:55:00,67,36.0,3.66,0.33,neutral,195,37,27.8,36.7,1,10,98,10,5,1
1080,2024-09-02 09:56:00,73,37.5,3.2,0.18,stressed,688,57,25.7,61.9,21,19,71,70,5,0
1017,2024-09-02 09:57:00,98,37.5,4.46,0.38,neutral,924,69,26.8,45.0,10,4,76,69,2,1
1033,2024-09-02 09:58:00,91,37.9,2.9,0.6,neutral,274,46,22.0,33.4,34,9,98,24,0,0
1020,2024-09-02 09:59:00,90,35.3,3.47,0.63,happy,315,43,22.2,40.5,31,1,92,95,5,0
1075,2024-09-02 10:00:00,82,36.3,7.74,0.17,neutral,997,50,22.7,57.1,36,8,73,32,0,1
1030,2024-09-02 10:01:00,103,36.7,5.1,0.45,happy,480,79,28.3,55.9,46,17,29,94,10,0
1009,2024-09-02 10:02:00,60,37.7,8.73,0.57,neutral,604,56,21.7,40.5,4,3,69,15,4,1
1003,2024-09-02 10:03:00,106,35.8,9.49,0.96,stressed,467,50,23.0,43.6,26,16,28,35,2,1
1014,2024-09-02 10:04:00,90,35.2,9.22,0.55,stressed,969,61,29.2,32.0,11,19,37,16,9,0
1052,2024-09-02 10:05:00,66,35.6,2.54,0.58,stressed,337,45,27.6,68.1,7,4,4,44,10,0
1058,2024-09-02 10:06:00,74,36.5,4.73,0.77,neutral,438,57,27.3,43.1,2,5,6,25,8,0
1054,2024-09-02 10:07:00,101,37.0,5.35,0.42,happy,338,67,24.6,67.2,31,1,10,22,0,1
1061,2024-09-02 10:08:00,65,37.1,8.52,0.38,neutral,245,58,27.0,62.6,21,4,83,99,10,1
1041,2024-09-02 10:09:00,75,35.2,5.59,0.59,happy,463,78,25.7,43.4,27,19,26,44,2,0
1027,2024-09-02 10:10:00,73,37.3,2.53,0.78,stressed,165,65,20.7,57.8,25,11,62,46,2,1
1006,2024-09-02 10:11:00,103,37.0,5.48,0.64,happy,573,53,25.8,48.9,44,10,78,55,0,1
1010,2024-09-02 10:12:00,76,36.2,0.44,0.19,stressed,284,50,24.5,69.1,20,17,92,10,0,1
1028,2024-09-02 10:13:00,69,36.7,8.34,0.4,happy,343,68,21.1,55.5,10,7,11,29,8,1
1033,2024-09-02 10:14:00,88,37.3,5.66,0.51,happy,163,79,23.4,50.8,26,13,58,24,0,0
1093,2024-09-02 10:15:00,101,35.8,6.52,0.52,happy,827,37,28.9,55.5,42,13,57,97,2,0
1090,2024-09-02 10:16:00,67,37.8,2.01,0.34,stressed,595,57,28.0,38.8,6,3,37,20,2,0
1024,2024-09-02 10:17:00,116,35.4,5.58,0.52,stressed,766,47,29.1,42.3,37,4,32,1,9,1
1055,2024-09-02 10:18:00,70,37.7,5.31,0.67,stressed,602,48,27.2,58.5,42,13,34,66,7,0
1039,2024-09-02 10:19:00,118,37.2,6.2,0.47,stressed,408,48,26.3,33.3,8,13,54,4,4,1
1086,2024-09-02 10:20:00,77,37.0,8.47,0.45,happy,542,67,21.4,42.1,46,2,58,44,3,0
1092,2024-09-02 10:21:00,104,35.2,7.65,0.8,stressed,729,73,21.1,54.8,47,3,43,65,6,0
1062,2024-09-02 10:22:00,79,37.8,5.47,0.76,neutral,640,55,22.5,69.8,33,19,47,94,6,1
1049,2024-09-02 10:23:00,75,35.9,8.93,0.42,happy,989,35,23.1,67.0,42,6,96,63,2,0
1010,2024-09-02 10:24:00,86,37.2,3.58,1.0,neutral,978,75,26.1,63.3,25,9,14,22,2,1
1059,2024-09-02 10:25:00,82,37.7,4.93,0.07,stressed,171,78,28.8,50.0,5,11,99,77,3,0
1063,2024-09-02 10:26:00,73,35.7,6.49,0.33,happy,856,55,28.9,62.2,11,16,54,17,1,1
1003,2024-09-02 10:27:00,71,37.7,4.41,0.04,stressed,322,57,26.8,52.4,36,13,94,74,1,1
1099,2024-09-02 10:28:00,104,36.8,3.61,0.84,happy,325,73,25.7,48.3,49,7,41,57,9,0
1030,2024-09-02 10:29:00,86,37.0,1.12,0.76,happy,881,61,22.4,38.9,43,10,24,59,6,0
1073,2024-09-02 10:30:00,72,37.7,6.36,0.68,stressed,679,63,29.4,68.0,39,7,1,14,2,0
1053,2024-09-02 10:31:00,75,36.6,1.93,0.21,stressed,654,74,26.7,53.9,0,18,81,84,4,1
1079,2024-09-02 10:32:00,92,36.3,1.38,0.71,happy,468,66,25.3,57.0,34,17,40,68,1,0
1055,2024-09-02 10:33:00,83,36.9,1.82,0.36,neutral,640,54,21.0,35.6,3,7,43,66,0,0
1093,2024-09-02 10:34:00,71,36.7,6.88,0.87,happy,668,51,28.3,47.2,39,15,49,81,8,0
1098,2024-09-02 10:35:00,68,35.2,1.38,0.2,stressed,729,60,23.5,68.6,49,15,89,7,3,1
1043,2024-09-02 10:36:00,72,35.5,9.76,0.22,stressed,644,35,29.0,60.3,7,9,77,37,8,0
1080,2024-09-02 10:37:00,104,35.0,7.59,0.96,neutral,376,60,21.7,65.3,1,18,70,25,4,1
1004,2024-09-02 10:38:00,67,35.3,3.93,0.52,neutral,524,30,20.5,45.8,11,6,43,95,4,1
1066,2024-09-02 10:39:00,109,37.2,5.93,0.45,happy,468,69,24.3,32.7,7,10,89,63,2,1
1079,2024-09-02 10:40:00,115,35.0,0.08,0.35,happy,228,38,20.8,44.1,40,1,58,76,4,1
1067,2024-09-02 10:41:00,115,35.9,8.45,0.83,neutral,510,41,20.6,45.0,30,3,56,63,9,0
1008,2024-09-02 10:42:00,77,36.3,2.71,0.35,happy,613,50,27.1,42.0,20,10,39,73,5,0
1003,2024-09-02 10:43:00,86,37.8,0.72,0.36,stressed,931,71,22.6,51.1,30,16,59,0,10,0
1084,2024-09-02 10:44:00,100,36.0,7.58,0.12,happy,790,32,26.4,37.7,31,11,14,41,1,1
1073,2024-09-02 10:45:00,92,37.3,3.3,0.52,happy,737,71,25.7,67.5,19,9,74,10,4,0
1094,2024-09-02 10:46:00,66,36.2,5.68,0.92,neutral,473,75,21.4,66.3,46,11,93,68,10,0
1080,2024-09-02 10:47:00,72,35.3,8.44,0.96,stressed,846,34,23.9,40.5,18,7,59,0,6,0
1015,2024-09-02 10:48:00,74,35.3,7.76,1.0,happy,173,66,20.7,56.1,46,14,65,64,7,1
1069,2024-09-02 10:49:00,93,36.3,3.37,0.47,happy,685,42,24.2,50.0,29,17,38,82,3,0
1093,2024-09-02 10:50:00,115,35.2,8.69,0.77,stressed,513,58,21.8,40.0,8,12,89,49,5,1
1014,2024-09-02 10:51:00,99,36.7,3.89,0.55,stressed,228,57,21.0,65.9,19,13,46,68,2,0
1051,2024-09-02 10:52:00,79,36.5,5.0,0.55,stressed,578,78,23.2,39.2,17,8,12,75,4,0
1030,2024-09-02 10:53:00,115,37.1,6.12,0.81,happy,582,54,20.0,55.0,47,19,95,91,5,0
1093,2024-09-02 10:54:00,96,35.6,0.71,0.84,neutral,339,39,27.6,43.4,12,7,20,59,10,0
1079,2024-09-02 10:55:00,100,36.8,5.97,0.02,happy,256,63,21.6,63.0,29,9,13,36,2,1
1043,2024-09-02 10:56:00,76,35.5,5.77,0.94,happy,240,44,26.3,54.8,46,18,78,22,8,1
1035,2024-09-02 10:57:00,88,37.2,8.73,0.82,stressed,843,59,28.3,63.3,28,0,21,4,0,1
1001,2024-09-02 10:58:00,80,35.9,3.54,0.72,stressed,398,42,29.2,43.9,29,7,72,86,2,1
1027,2024-09-02 10:59:00,73,36.8,2.42,0.85,happy,140,66,25.6,30.4,46,3,71,87,7,1
1039,2024-09-02 11:00:00,88,37.6,4.77,0.54,stressed,827,78,27.9,38.9,4,16,73,80,3,0
1062,2024-09-02 11:01:00,100,36.5,6.87,0.77,happy,444,34,24.5,62.6,3,10,15,3,4,0
1062,2024-09-02 11:02:00,106,35.6,5.62,0.6,stressed,797,43,24.9,42.7,49,10,72,16,3,0
1016,2024-09-02 11:03:00,81,37.7,1.38,0.54,neutral,944,39,25.5,42.8,45,14,93,29,1,1
1037,2024-09-02 11:04:00,111,36.1,3.48,0.21,happy,497,76,26.7,48.0,30,13,0,53,6,0
1035,2024-09-02 11:05:00,92,37.2,0.64,0.85,happy,140,63,26.7,41.0,41,7,74,88,1,1
1031,2024-09-02 11:06:00,72,36.0,7.39,0.88,stressed,550,60,27.9,62.3,32,5,33,80,6,1
1053,2024-09-02 11:07:00,101,35.9,8.83,0.97,happy,537,34,26.2,42.9,48,7,71,77,9,1
1058,2024-09-02 11:08:00,90,36.9,0.46,0.12,happy,873,35,28.8,54.2,0,17,5,22,6,0
1024,2024-09-02 11:09:00,71,35.5,5.25,0.29,happy,657,42,27.1,48.0,18,5,32,23,5,1
1076,2024-09-02 11:10:00,91,37.6,5.66,0.69,stressed,304,69,29.3,41.5,14,17,74,16,8,0
1013,2024-09-02 11:11:00,105,36.2,4.39,0.86,stressed,996,42,27.5,40.6,1,5,9,58,1,1
1043,2024-09-02 11:12:00,65,35.1,5.03,0.75,happy,607,75,27.4,50.1,3,5,90,51,10,1
1024,2024-09-02 11:13:00,70,35.9,7.1,0.46,neutral,896,77,28.6,38.4,2,9,80,45,7,1
1034,2024-09-02 11:14:00,82,37.4,4.84,0.73,neutral,817,62,26.6,43.8,22,12,50,80,7,1
1092,2024-09-02 11:15:00,66,37.6,9.2,0.07,happy,990,66,21.8,31.6,39,6,24,77,4,0
1078,2024-09-02 11:16:00,116,36.7,5.41,0.66,neutral,509,52,20.8,61.6,42,13,69,58,5,1
1078,2024-09-02 11:17:00,79,35.9,0.72,0.01,happy,285,50,23.2,31.7,5,0,81,78,8,1
1046,2024-09-02 11:18:00,63,36.6,9.53,0.05,stressed,954,37,28.1,64.9,29,16,42,18,1,1
1046,2024-09-02 11:19:00,80,37.5,1.47,0.76,neutral,230,63,20.2,31.9,22,16,41,68,6,0
1016,2024-09-02 11:20:00,103,35.9,7.84,0.48,neutral,927,60,21.5,63.9,40,4,2,16,4,1
1088,2024-09-02 11:21:00,89,36.2,5.27,0.06,happy,709,60,21.1,55.8,48,0,80,96,7,1
1022,2024-09-02 11:22:00,84,36.6,7.41,0.48,happy,378,49,20.4,50.2,14,18,63,5,8,0
1095,2024-09-02 11:23:00,90,37.7,5.13,0.06,stressed,801,64,28.1,35.8,44,0,41,24,3,0
1094,2024-09-02 11:24:00,61,36.7,0.59,0.35,neutral,877,31,22.8,40.3,46,19,53,46,6,1
1086,2024-09-02 11:25:00,79,35.6,3.75,0.16,neutral,103,53,27.3,57.6,49,8,14,16,0,1
1016,2024-09-02 11:26:00,105,35.3,6.21,0.22,neutral,138,40,21.4,50.5,16,7,15,32,9,1
1028,2024-09-02 11:27:00,100,35.3,6.29,0.2,neutral,724,33,24.1,50.6,8,6,51,10,0,0
1001,2024-09-02 11:28:00,113,37.9,9.73,0.37,happy,557,55,21.2,35.3,1,10,62,32,1,0
1010,2024-09-02 11:29:00,73,37.5,6.06,0.11,stressed,955,43,20.0,49.0,49,2,43,27,3,1
1015,2024-09-02 11:30:00,97,37.3,2.86,0.53,neutral,645,75,26.1,53.6,40,17,45,40,8,0
1050,2024-09-02 11:31:00,82,36.5,0.43,0.41,stressed,315,71,24.8,34.9,28,9,99,58,6,0
1080,2024-09-02 11:32:00,64,37.0,7.88,0.84,happy,219,49,24.2,69.0,41,15,19,4,6,1
1020,2024-09-02 11:33:00,111,35.4,8.89,0.83,happy,380,65,20.8,63.2,45,17,58,84,10,0
1020,2024-09-02 11:34:00,118,36.9,6.14,0.82,happy,370,54,25.9,42.7,30,1,65,29,5,1
1005,2024-09-02 11:35:00,78,37.4,4.82,0.47,stressed,879,68,27.8,52.5,31,8,2,45,3,0
1045,2024-09-02 11:36:00,109,35.2,8.61,0.29,stressed,228,39,20.7,52.4,0,8,29,89,8,1
1022,2024-09-02 11:37:00,66,35.9,2.4,0.42,neutral,973,64,24.1,34.3,29,3,43,55,10,1
1057,2024-09-02 11:38:00,80,35.3,3.99,0.69,stressed,475,34,23.1,47.5,27,11,60,2,10,0
1056,2024-09-02 11:39:00,92,35.8,5.08,0.53,stressed,414,33,28.9,38.3,25,16,72,84,5,1
1060,2024-09-02 11:40:00,79,37.3,0.49,0.62,neutral,241,78,22.6,43.3,17,8,83,11,0,1
1095,2024-09-02 11:41:00,68,36.0,6.89,0.69,happy,204,49,29.4,67.8,0,10,75,6,5,1
1038,2024-09-02 11:42:00,90,37.1,1.89,0.92,happy,898,52,28.3,52.1,40,10,12,25,9,1
1044,2024-09-02 11:43:00,67,37.3,3.33,0.94,stressed,827,72,21.0,32.7,47,16,66,43,2,0
1028,2024-09-02 11:44:00,70,37.4,4.14,0.84,neutral,603,34,24.8,56.9,18,17,26,55,0,0
1030,2024-09-02 11:45:00,66,37.6,6.39,0.07,stressed,152,58,26.5,69.9,34,16,17,54,0,0
1088,2024-09-02 11:46:00,80,36.8,0.65,0.98,stressed,343,73,25.9,36.7,32,0,48,12,1,1
1001,2024-09-02 11:47:00,108,35.8,3.41,0.7,happy,493,58,26.8,57.3,7,6,33,77,5,0
1085,2024-09-02 11:48:00,87,35.5,2.74,0.69,neutral,717,75,24.3,63.0,48,13,51,24,8,0
1036,2024-09-02 11:49:00,112,36.5,0.02,0.02,stressed,270,61,29.0,63.8,26,18,74,80,1,0
1043,2024-09-02 11:50:00,74,35.3,6.92,0.48,stressed,245,51,22.7,58.3,36,14,75,15,4,1
1078,2024-09-02 11:51:00,67,37.7,2.36,0.63,stressed,678,74,20.9,66.4,41,15,83,91,7,1
1069,2024-09-02 11:52:00,111,36.3,1.66,0.28,happy,414,72,29.8,31.3,7,14,70,40,0,1
1062,2024-09-02 11:53:00,71,37.6,7.98,0.08,happy,431,73,26.5,32.6,43,14,45,81,3,1
1096,2024-09-02 11:54:00,64,37.1,0.39,0.53,stressed,966,36,26.6,35.4,47,13,79,3,0,1
1074,2024-09-02 11:55:00,67,37.6,9.0,0.45,neutral,463,62,28.2,31.7,31,16,82,39,5,1
1052,2024-09-02 11:56:00,96,37.7,6.87,0.04,happy,857,51,24.2,34.8,18,16,77,50,8,1
1075,2024-09-02 11:57:00,73,35.2,1.72,0.52,stressed,378,70,23.9,62.7,29,6,54,80,7,0
1087,2024-09-02 11:58:00,63,37.2,3.5,0.11,happy,185,57,29.5,65.9,35,4,27,54,5,1
1002,2024-09-02 11:59:00,86,35.7,9.5,0.42,happy,558,50,23.9,43.4,9,12,35,32,2,1
1093,2024-09-02 12:00:00,74,38.0,6.19,0.27,stressed,913,65,20.8,68.3,35,15,40,38,1,1
1018,2024-09-02 12:01:00,79,37.3,6.09,0.97,happy,276,33,23.1,46.7,15,0,62,23,7,0
1044,2024-09-02 12:02:00,81,35.0,6.53,0.03,happy,762,72,28.7,36.9,2,14,6,82,10,0
1060,2024-09-02 12:03:00,101,37.8,4.63,0.56,stressed,495,35,20.9,57.3,21,5,49,62,1,0
1054,2024-09-02 12:04:00,108,35.9,1.67,0.15,happy,896,48,27.2,46.8,21,4,62,59,10,0
1070,2024-09-02 12:05:00,95,36.2,1.51,0.32,stressed,316,40,22.7,30.8,20,15,60,97,1,0
1075,2024-09-02 12:06:00,89,36.8,6.87,0.18,stressed,699,79,27.5,68.7,29,5,72,93,8,0
1028,2024-09-02 12:07:00,92,37.7,8.84,1.0,stressed,670,46,25.1,53.9,26,11,33,51,5,1
1047,2024-09-02 12:08:00,87,37.8,3.0,0.03,happy,408,75,26.4,54.5,1,10,87,48,1,1
1071,2024-09-02 12:09:00,97,36.7,5.03,0.54,neutral,423,47,22.4,69.3,7,10,80,94,4,1
1062,2024-09-02 12:10:00,99,36.0,9.92,0.61,neutral,456,75,21.7,63.3,42,10,60,65,9,1
1020,2024-09-02 12:11:00,63,35.8,2.57,0.77,happy,802,42,20.6,44.5,22,18,30,40,9,0
1056,2024-09-02 12:12:00,115,36.1,3.9,0.63,happy,640,70,28.3,31.7,38,0,14,14,6,0
1012,2024-09-02 12:13:00,73,35.5,3.64,0.23,stressed,102,40,27.1,38.9,37,9,27,56,9,1
1026,2024-09-02 12:14:00,61,37.0,0.33,0.6,neutral,962,56,22.9,44.1,40,5,43,48,4,1
1067,2024-09-02 12:15:00,96,36.6,5.1,0.97,neutral,188,78,28.4,68.4,35,15,14,58,10,1
1095,2024-09-02 12:16:00,106,37.3,2.09,0.85,happy,466,45,28.3,65.5,13,5,80,73,9,1
1087,2024-09-02 12:17:00,78,35.3,1.29,0.45,stressed,520,79,21.4,30.9,30,4,23,5,10,0
1063,2024-09-02 12:18:00,73,36.2,7.1,0.48,happy,162,44,27.1,69.5,46,12,76,96,3,0
1008,2024-09-02 12:19:00,66,35.7,7.66,0.13,happy,378,43,22.9,40.3,18,9,41,63,4,0
1073,2024-09-02 12:20:00,68,36.6,8.89,0.57,neutral,858,44,24.7,61.0,29,10,62,22,8,1
1074,2024-09-02 12:21:00,92,36.4,9.34,0.28,happy,532,47,24.3,34.7,15,4,20,41,4,1
1096,2024-09-02 12:22:00,83,36.3,8.69,0.11,neutral,185,41,26.0,38.8,11,11,24,68,10,0
1006,2024-09-02 12:23:00,111,35.9,1.22,0.47,happy,832,55,23.5,50.2,23,13,18,39,0,1
1010,2024-09-02 12:24:00,101,37.2,2.24,0.05,neutral,982,71,20.7,58.1,41,9,2,30,5,1
1027,2024-09-02 12:25:00,102,36.4,1.22,0.12,neutral,176,69,26.7,43.8,37,2,45,13,8,1
1093,2024-09-02 12:26:00,80,35.6,3.54,0.22,neutral,742,47,29.6,64.9,31,19,23,69,0,1
1071,2024-09-02 12:27:00,103,36.6,1.24,0.99,neutral,721,55,26.7,67.6,49,13,20,96,4,0
1026,2024-09-02 12:28:00,60,36.8,6.53,0.81,stressed,505,75,25.4,34.9,18,18,0,44,7,0
1021,2024-09-02 12:29:00,80,35.1,7.17,0.54,neutral,468,47,21.6,58.7,39,18,49,95,1,0
1041,2024-09-02 12:30:00,116,35.6,1.6,0.23,stressed,344,30,26.3,35.3,46,14,30,11,0,1
1031,2024-09-02 12:31:00,99,35.7,6.22,0.52,stressed,647,45,26.1,43.6,4,15,6,38,3,1
1013,2024-09-02 12:32:00,83,35.7,0.23,0.65,happy,493,66,26.2,62.8,44,9,31,21,3,0
1025,2024-09-02 12:33:00,97,35.7,4.34,0.0,neutral,219,50,28.9,43.5,45,5,42,77,0,1
1054,2024-09-02 12:34:00,103,35.8,2.85,0.99,happy,876,37,27.2,66.3,46,5,99,34,7,0
1074,2024-09-02 12:35:00,100,35.8,9.98,0.63,happy,923,31,27.8,46.5,1,0,66,87,3,0
1070,2024-09-02 12:36:00,63,37.7,9.23,0.99,neutral,939,48,23.1,42.4,31,9,59,98,3,0
1054,2024-09-02 12:37:00,65,36.0,1.48,0.47,neutral,132,58,22.7,69.6,26,16,64,78,2,1
1044,2024-09-02 12:38:00,62,36.0,9.17,0.62,happy,902,59,22.1,47.7,1,1,11,12,7,1
1029,2024-09-02 12:39:00,93,35.8,4.19,0.46,happy,478,32,27.8,59.6,36,1,9,39,7,0
1065,2024-09-02 12:40:00,84,37.9,5.77,0.01,neutral,130,37,27.0,54.0,36,14,70,20,2,1
1098,2024-09-02 12:41:00,112,36.6,5.34,0.85,stressed,566,64,23.4,38.1,21,18,24,57,6,1
1025,2024-09-02 12:42:00,86,36.8,7.26,0.45,stressed,533,47,21.4,50.0,33,19,90,66,1,0
1088,2024-09-02 12:43:00,77,37.2,3.35,0.47,happy,218,55,28.5,33.1,26,6,90,71,3,1
1000,2024-09-02 12:44:00,64,36.0,0.7,0.36,stressed,913,54,23.8,58.3,16,8,60,13,2,0
1092,2024-09-02 12:45:00,113,37.9,4.18,0.43,happy,177,37,21.9,50.8,38,6,69,62,0,0
1023,2024-09-02 12:46:00,83,35.5,5.45,0.73,neutral,877,47,21.4,34.9,22,15,83,9,7,0
1054,2024-09-02 12:47:00,91,36.4,5.55,0.7,happy,422,53,29.2,60.7,9,3,48,96,3,0
1064,2024-09-02 12:48:00,80,35.4,7.93,0.81,stressed,986,34,21.3,62.2,21,7,21,71,10,0
1024,2024-09-02 12:49:00,103,37.4,0.44,0.97,stressed,261,55,23.6,59.4,14,9,25,55,2,1
1097,2024-09-02 12:50:00,93,35.3,9.88,0.39,stressed,150,39,26.3,43.2,49,12,31,3,10,0
1041,2024-09-02 12:51:00,88,36.7,9.91,0.34,neutral,566,40,24.1,58.9,39,11,86,54,8,0
1043,2024-09-02 12:52:00,114,35.3,0.99,0.49,neutral,906,33,24.8,53.1,35,17,64,8,4,0
1068,2024-09-02 12:53:00,64,36.4,3.44,0.15,neutral,317,39,28.0,51.8,42,2,99,60,4,1
1011,2024-09-02 12:54:00,118,35.8,5.9,0.76,stressed,807,66,30.0,55.9,38,8,20,64,2,1
1007,2024-09-02 12:55:00,109,37.7,3.73,0.58,neutral,495,41,24.7,55.2,15,7,77,60,3,0
1062,2024-09-02 12:56:00,87,35.2,4.88,0.21,neutral,934,39,23.8,62.0,27,7,18,55,2,0
1077,2024-09-02 12:57:00,65,36.9,3.26,0.86,neutral,189,41,24.1,69.4,34,0,24,86,1,1
1019,2024-09-02 12:58:00,70,37.1,7.12,0.62,happy,988,34,23.7,59.1,31,19,8,76,3,0
1039,2024-09-02 12:59:00,98,37.7,3.64,0.03,stressed,229,72,24.7,47.7,46,13,40,92,6,0
1072,2024-09-02 13:00:00,107,37.6,4.3,0.2,stressed,111,56,23.3,48.5,23,14,28,52,3,1
1004,2024-09-02 13:01:00,67,37.9,5.76,0.89,stressed,926,62,24.6,31.2,20,1,46,43,1,1
1000,2024-09-02 13:02:00,94,35.8,9.69,0.38,neutral,480,61,29.5,36.4,40,13,65,55,3,1
1010,2024-09-02 13:03:00,70,35.8,6.42,0.98,neutral,131,34,22.9,39.1,18,12,94,93,8,1
1003,2024-09-02 13:04:00,79,36.2,0.97,0.53,neutral,150,52,26.5,69.6,31,15,30,38,10,0
1037,2024-09-02 13:05:00,119,36.6,3.19,0.21,happy,479,53,24.9,60.5,45,8,13,22,0,1
1016,2024-09-02 13:06:00,113,36.1,4.2,0.59,happy,457,75,27.3,35.7,33,10,22,20,6,0
1067,2024-09-02 13:07:00,110,37.2,7.4,0.1,happy,366,31,24.7,49.9,17,1,94,76,8,0
1031,2024-09-02 13:08:00,102,35.0,4.47,0.81,neutral,899,59,21.6,38.5,10,5,37,94,2,1
1004,2024-09-02 13:09:00,81,35.1,6.59,0.63,neutral,607,39,28.7,41.9,10,7,79,12,8,1
1021,2024-09-02 13:10:00,100,37.1,8.39,0.96,stressed,547,30,26.8,54.2,17,5,7,58,8,0
1077,2024-09-02 13:11:00,71,37.6,1.04,0.69,happy,562,42,25.3,54.0,0,7,75,25,4,0
1084,2024-09-02 13:12:00,107,37.3,7.66,0.05,neutral,153,65,28.3,64.9,39,13,0,87,8,1
1081,2024-09-02 13:13:00,64,35.4,7.46,0.48,happy,617,32,29.8,36.6,0,17,59,88,2,0
1066,2024-09-02 13:14:00,93,37.8,8.2,0.53,happy,893,73,24.1,49.9,23,6,39,46,6,1
1010,2024-09-02 13:15:00,101,36.6,9.56,0.92,neutral,107,73,23.5,54.0,40,17,13,3,5,1
1099,2024-09-02 13:16:00,93,37.2,3.1,0.43,happy,393,45,27.5,67.2,21,15,91,84,1,0
1090,2024-09-02 13:17:00,89,35.6,4.29,0.59,happy,747,43,24.5,50.7,6,9,64,70,8,1
1024,2024-09-02 13:18:00,118,36.6,2.63,0.19,neutral,628,69,20.9,43.6,16,7,85,69,9,0
1041,2024-09-02 13:19:00,82,36.0,3.27,0.24,neutral,970,74,23.5,41.7,48,10,27,69,3,1
1034,2024-09-02 13:20:00,95,37.9,3.3,0.55,happy,438,77,28.1,38.6,11,8,76,42,7,0
1078,2024-09-02 13:21:00,116,36.4,8.7,0.7,stressed,480,76,27.1,68.5,0,2,71,38,2,0
1058,2024-09-02 13:22:00,84,37.3,0.63,0.44,stressed,486,75,28.6,54.1,2,3,54,30,4,0
1047,2024-09-02 13:23:00,107,36.8,2.03,0.43,stressed,524,34,21.5,42.1,46,14,50,72,0,1
1084,2024-09-02 13:24:00,65,35.3,6.11,0.26,neutral,980,54,22.4,59.8,29,12,6,1,8,0
1002,2024-09-02 13:25:00,101,36.6,7.65,0.7,stressed,812,67,22.1,41.6,22,10,2,84,3,1
1023,2024-09-02 13:26:00,88,36.6,6.97,0.01,neutral,920,58,29.7,50.2,7,5,90,6,2,1
1068,2024-09-02 13:27:00,80,37.1,0.47,0.51,happy,721,46,21.7,31.0,43,13,18,0,9,1
1032,2024-09-02 13:28:00,66,36.0,4.54,0.0,neutral,988,38,26.0,63.9,16,14,20,6,10,0
1087,2024-09-02 13:29:00,96,37.6,1.84,0.59,stressed,452,47,26.3,68.3,5,12,43,8,9,1
1069,2024-09-02 13:30:00,104,36.9,9.88,0.03,stressed,707,41,26.2,64.6,11,2,63,88,1,0
1046,2024-09-02 13:31:00,100,35.1,9.99,0.94,stressed,323,74,26.9,36.8,20,15,64,47,0,0
1052,2024-09-02 13:32:00,68,37.1,0.51,0.48,stressed,553,78,24.8,63.0,10,7,93,54,7,0
1044,2024-09-02 13:33:00,114,37.7,6.68,0.68,stressed,852,68,20.8,43.9,1,4,19,76,8,0
1070,2024-09-02 13:34:00,106,37.0,8.13,0.85,happy,417,57,27.0,67.5,19,4,76,94,6,1
1082,2024-09-02 13:35:00,95,36.1,3.25,0.24,happy,408,61,22.8,42.0,47,18,3,59,10,0
1056,2024-09-02 13:36:00,60,36.8,6.94,0.54,happy,448,49,20.8,33.6,19,19,91,69,9,1
1084,2024-09-02 13:37:00,90,35.5,1.88,0.86,happy,865,69,21.7,64.1,30,2,89,77,8,1
1069,2024-09-02 13:38:00,79,36.8,1.28,0.54,neutral,712,30,22.9,34.7,35,11,62,57,1,1
1039,2024-09-02 13:39:00,87,36.5,9.25,0.39,stressed,820,41,24.3,51.7,23,18,66,48,9,0
1002,2024-09-02 13:40:00,105,35.1,6.43,0.37,stressed,853,51,28.6,45.0,21,1,37,29,4,0
1048,2024-09-02 13:41:00,78,36.0,8.17,0.38,happy,993,37,25.4,60.3,8,5,38,21,8,1
1013,2024-09-02 13:42:00,60,35.6,5.33,0.62,happy,438,41,24.7,60.0,48,11,70,3,6,0
1019,2024-09-02 13:43:00,88,36.2,1.55,0.05,happy,450,67,21.9,61.0,16,14,4,92,7,0
1077,2024-09-02 13:44:00,69,35.7,3.77,0.42,neutral,950,53,29.6,32.5,33,9,81,65,0,0
1065,2024-09-02 13:45:00,95,37.5,8.82,0.56,neutral,762,67,29.1,64.3,10,5,1,29,8,1
1024,2024-09-02 13:46:00,82,37.1,0.16,0.79,happy,774,68,28.2,48.7,5,11,76,23,5,0
1003,2024-09-02 13:47:00,77,37.2,2.07,0.53,stressed,369,70,23.2,38.8,48,13,76,79,5,0
1040,2024-09-02 13:48:00,88,36.1,2.53,0.93,neutral,676,57,25.6,42.0,22,5,46,24,7,1
1062,2024-09-02 13:49:00,87,35.0,2.63,0.44,happy,468,41,23.9,66.1,47,4,96,64,2,1
1047,2024-09-02 13:50:00,103,35.7,0.99,0.65,happy,148,60,24.0,30.2,48,3,32,75,0,0
1054,2024-09-02 13:51:00,66,37.3,8.48,0.02,happy,775,67,20.7,62.1,46,17,46,15,9,1
